id,title,description,cat1IDs,cat2IDs,cat3IDs,cat4IDs,cat5IDs,cat6IDs,cat7IDs,cat8IDs,cat9IDs,cat10IDs,cat11IDs,cat12IDs,cat13IDs,cat14IDs,cat15IDs,cat16IDs,cat17IDs,cat18IDs
19482,Bộ luật 24/2004/QH11,Tố tụng dân sự,22313,,"36686,39860,36685,39861,37334,36937,30644,30610,30607,30606,27803,27751,25424,25271,17981,13194,12525,12055","2306,2306,9682,10431,10622,10815",22313,96115,9273,"6117,9683,19411",,,,,,,,26674,,
9683,Bộ luật Không số,Dân sự,11234,,"5912,88024,82779,80540,74176,49347,44853,37908,18511,8995,8880,8489,7402,6328","2057,2323,2555,10226,11599,11600",11234,,,10802,,,9707,,,,,,,
10427,Bộ luật Không số,Lao động,11234,,"25069,86811,86457,81167,47665,31747,30339,27990,27987,27611,27356,27175,27151,27030,26830,26766,26718,26684,26625,26534,26516,26500,26436,26283,26261,26167,26166,26100,26062,25987,25735,25734,25698,25551,25425,25269,24964,24821,24609,24608,24571,23694,23693,17693,16829,16761,16549,16548,13764,13686,13422,13417,13112,13111,13110,13010,12860,12851,12781,12699,12386,12145,11804,11609,11604,10398,9604,9474,9273,8922,8850,12123",,11234,27615,,"2067,2565,10820",,,,,,,,"22507,14837,14456",,
2066,Bộ luật 42-LCT/HĐNN8,Hàng hải,1534,,"83563,21519,21516,20986,10397,10396,9035,6279",,1534,18131,,,,,,,,,,,,
175440,Luật 64/2025/QH15,Ban hành văn bản quy phạm pháp luật,,,,"70800,166391",32801,,,,,,,,,,,,,
173332,Luật 61/2024/QH15,Luật Điện lực,,,"176043,174861",,32801,,,,,,,,,,,,,
174877,Luật 60/2024/QH15,DỮ LIỆU,,,,,,,,,,,,,,,,,,
174098,Luật 58/2024/QH15,Luật Đầu tư công,,,,,32801,,,,,,,,,,,,,
173974,Luật 55/2024/QH15,"PHÒNG CHÁY, CHỮA CHÁY VÀ CỨU NẠN, CỨU HỘ",,,,,,,,,,,,,,,,,,
173404,Luật 57/2024/QH15,"Sửa đổi Luật Quy hoạch, Luật Đầu tư, Luật Đầu tư theo phương thức đối tác công tư và Luật Đấu thầu 2024",,,,,32801,,,,,,,,,,,,,
173625,Luật 52/2024/QH15,"Luật sửa đổi, bổ sung một số điều của Luật Sĩ quan Quân đội nhân dân Việt Nam",,,"176257,176251",,32801,,,"6153,12805,46814,139879",,,,,,,6153,,"6153,12805,46814,137283",
172553,Luật 50/2024/QH15,Công đoàn,,,,"27625,27625",32801,,,,,,,,,,,,,
172923,Luật Luật số 51/2024/QH15,Luật Bảo hiểm y tế sửa đổi 2024,,,173951,,32801,,168904,"23259,26741,27327,30615,96119,132982,139264,146606,146648,166269,168125",,,,,,,,,"12326,36793,168904",
173624,Luật 49/2024/QH15,Luật Phòng không nhân dân,,,,,32801,,,"15068,32833,46747,167216,167565",,,,,,,,,15068,
172548,Luật 47/2024/QH15,Luật Quy hoạch đô thị và nông thôn,,,,11757,32801,,,,,,,,,,,,,
172799,Luật 46/2024/QH15,Công chứng,,,,36877,32801,,"130821,167565",,,,,,,,,,96115,
173024,Luật 45/2024/QH15,Di sản văn hóa,,,,"23259,49529,101277",,,,,,,,,,,,,,
175084,Luật 44/2024/QH15,Luật Dược sửa đổi 2024,,,,,32801,,,"70807,142867",,,,,,,,,"101886,130821,167565",
170609,Luật 42/2024/QH15,"Quản lý, sử dụng vũ khí, vật liệu nổ và công cụ hỗ trợ",,,,,,,,,,,,,,,,,,
175027,Luật 41/2024/QH15,Luật Bảo hiểm xã hội,,,,,32801,,,,,,,,,,,,,
170509,Luật 43/2024/QH15,"Sửa đổi, bổ sung một số điều của Luật Đất đai số 31/2024/QH15, Luật Nhà ở số 27/2023/QH15, Luật Kinh doanh bất động sản số 29/2023/QH15 và Luật Các tổ chức tín dụng số 32/2024/QH15",,,172400,,,,,,,,,,,,,173331,,173331
169990,Luật 39/2024/QH15,Thủ đô,,,,"28031,147121,150920,169993",32801,,,,175363,,,,,,,,,
172437,Luật 38/2024/QH15,"Luật Công nghiệp quốc phòng, an ninh và động viên công nghiệp",,,,"19736,25983",32801,,,,,,,,,,131014,,"131014,132955,136038,137283",
170620,Luật 36/2024/QH15,"Trật tự, an toàn giao thông đường bộ",,,"172481,172315,172313,172312,172311,172310,172309,171712",,,,,,,,,,,,,,,
172475,Luật 35/2024/QH15,Đường bộ,,,,12333,32801,,"132982,136043",,,,,,,,,,"18565,96119,131014,142882",
169991,Luật 37/2024/QH15,"Sửa đổi, bổ sung một số điều của Luật Đấu giá tài sản",,,,,32801,,121748,,,,,,,,,,121748,
170570,Luật số: 34/2024/QH15,Tổ chức Toà án nhân dân,,,,,,,,,,,,,,,,,,
166170,Luật 32/2024/QH15,Các tổ chức tín dụng,,,168096,"25693,126820",,,,,,,,,,,,,,
169027,Luật 29/2023/QH15,Luật Kinh doanh bất động sản,,,169029,,32801,,,,,,,,,,,,,
168904,Luật 30/2023/QH15,"Lực lượng tham gia bảo vệ an ninh, trật tự ở cơ sở",,,,,,,,,172923,,,,,,,172923,,172923
169032,Luật 27/2023/QH15,Luật Nhà ở,,,"172400,169712,169711,169709,169122",,32801,,,,,,,,,,,,,
165958,Luật 26/2023/QH15,Căn cước,,,,,32801,,,,,,,,,,,,,
165912,Luật 24/2023/QH15,Viễn thông,,,,23776,32801,,"23856,122988,15066",,,,,,,,,173331,96119,173331
166581,Luật 22/2023/QH15,Luật Đấu thầu,,,167105,32842,32801,,"121546,128706,136039,142882,152951",,,,,,,,,,,
165913,Luật 20/2023/QH15,Giao dịch điện tử,,,"171147,168208",17067,32801,,"70821,15066",,,,,,,,,,"96119,142867",
167216,Luật 18/2023/QH15,Phòng thủ dân sự,,,,,32801,,"32516,132955",,,,,,,,,,"12804,14831,24161,32516",
166269,Luật 17/2023/QH15,Luật Hợp tác xã,,,,,32801,,,,,,,,,,,,,
161263,Luật 19/2023/QH15,Luật Bảo vệ quyền lợi người tiêu dùng,,,,26356,32801,,,,,,,,,,"96115,139264,142881",,,
168125,Luật 15/2023/QH15,"Luật khám bệnh, chữa bệnh 2023",,,"171711,170583","25170,26742",32801,,,,,,,,,,"30615,131014",,,
157721,Luật 14/2022/QH15,"Luật Phòng, chống rửa tiền",,,,27705,,,,,,,,,,,,,"25692,32495",
161042,Luật 12/2022/QH15,Luật Dầu khí,,,"169921,161034","6141,10809,12809",32801,,,,,,,,,,"12807,23778",,,
170446,Luật 11/2022/QH15,Thanh tra,,,"170448,170449",26353,32801,,,,,,,,,,,173331,"27621,36878,126307,146541",173331
167755,Luật 13/2022/QH15,"Phòng, chống bạo lực gia đình",,,,12902,,,,,,,,,,,,,,
160606,Luật 09/2022/QH15,"Luật sửa đổi, bổ sung một số điều của Luật Tần số vô tuyến điện",,,162141,,32801,,,,,,,,,,,173331,"23856,27621,142867,146541,146609,152951,158993,163515",173331
157722,Luật 07/2022/QH15,"Sửa đổi, bổ sung một số điều của Luật Sở hữu trí tuệ",,,"164373,164372",,,,,"11716,16748,136041",,,,,,,,173331,"11716,16748,136041",173331
163515,Luật 08/2022/QH15,Luật Kinh doanh bảo hiểm,,,,,32801,,"5748,26357,136041",,,,,,,,,160606,142867,160606
158993,Luật 05/2022/QH15,Điện ảnh,,,,"11752,15082",,,"132982,142305,142867",,,,,,,,,160606,,160606
156829,Luật 04/2022/QH15,Cảnh sát cơ động,,,,,,,,,,,,,,,,,,
152951,Luật 03/2022/QH15,"Luật sửa đổi, bổ sung một số điều của Luật Đầu tư công, Luật Đầu tư theo phương thức đối tác công tư, Luật Đầu tư, Luật Nhà ở, Luật Đấu thầu, Luật Điện lực, Luật Doanh nghiệp, Luật Thuế tiêu thụ đặc biệt và Luật Thi hành án dân sự.",,,,,32801,,,,,,,,,,,160606,"12318,12324,18565,32842,46742,136038,142867,142881,142882",160606
152571,Luật 01/2021/QH15,"Sửa đổi, bổ sung một số điều và Phụ lục Danh mục chỉ tiêu thống kê quốc gia của Luật Thống kê",,,,,32801,,,,,,,,,,,,95927,
152501,Luật 73/2021/QH14,"Luật Phòng, chống ma túy",,,,5740,32801,,,,,,,,,,,,,
146609,Luật 72/2020/QH14,Bảo vệ môi trường,,,173531,36884,32801,,"27616,96119,126723",,,,,,,,96119,160606,"27616,96119,136038",160606
146632,Luật 71/2020/QH14,"Sửa đổi, bổ sung một số điều của Luật Phòng, chống nhiễm vi rút gây ra hội chứng suy giảm miễn dịch mắc phải ở người (HIV/AIDS)",,,171156,,32801,,15078,,,,,,,,15078,,15078,
146648,Luật 68/2020/QH14,Cư trú,,,,14834,32801,,"11761,28031",,,,,,,,,,"12326,46743",
146643,Luật 69/2020/QH14,Người lao động Việt Nam đi làm việc ở nước ngoài theo hợp đồng,,,,14276,32801,,,,,,,,,,,,,
146640,Luật 70/2020/QH14,Thỏa thuận quốc tế,,,,14104,32801,,,,,,,,,,,,,
146652,Luật 66/2020/QH14,Biên phòng Việt Nam,,,"175323,152671",146651,32801,,,,,,,,,,,,19423,
142882,Luật 64/2020/QH14,đầu tư theo phương thức đối tác công tư,,,168601,,32801,,,,,,,,,,,"173331,172475,152951","27624,32842,46742,46747,96020,122988,128706,132982,136038,136039,142305","173331,172475,152951"
153788,Luật 60/2020/QH14,"Sửa đổi, bổ sung một số điều của Luật phòng, chống thiên tai và Luật đê điều",,,,,32801,,,,,,,,,,,,,
142867,Luật 61/2020/QH14,đầu tư,,,,46750,32801,,"96020,121546,123877,128706,130821,136041",,,,,,,,,"160606,165913,163515","11752,11757,12807,15082,30615,36884,40742,46742,46749,132982,136038,142305","160606,165913,163515"
142881,Luật 59/2020/QH14,doanh nghiệp,,,"150751,148075",46751,32801,,,,,,,,,,,"161263,173331,152951","70807,96115,124150,126723,130780,132982,137284,139264,139882,142305","173331,152951"
144268,Luật 62/2020/QH14,"Luật sửa đổi, bổ sung một số điều của Luật Xây dựng",,,"173849,154892,149008",,32801,,,,,,,,,,36867,,,
142850,Luật 57/2020/QH14,Luật Thanh niên,,,,113665,32801,,,,,,,,,,,,,
139892,Luật 53/2019/QH14,Luật Lực lượng dự bị động viên,,,"143895,144245,142871,142838",9088,32801,,,,,,,,,,,,,
139879,Luật 48/2019/QH14,Luật Dân quân tự vệ,,,"174979,142830,144432,144430,144429,144428",23777,32801,,,,,,,,,,,,,
162690,Luật 41/2019/QH14,Thi hành án hình sự,,,,,,,,,,,,,,,,,,
136042,Luật 43/2019/QH14,Luật Giáo dục,,,"154882,144382,143476","18129,23779",32801,,,"27706,32522,41968,46750,46751,46822,70807,101871,122988,131014",,,,,,,,,"46822,70429",
136039,Luật 40/2019/QH14,Luật Kiến trúc,,,143475,,,,,,,,,,,,,142882,,142882
136038,Luật 39/2019/QH14,Luật đầu tư công,,,,36865,,,,,,,,,,,,"172437,152951,146609,142882,142867",36884,"172437,152951,146609,142882,142867"
137283,Luật 37/2018/QH14,Công an nhân dân,,,,46817,32801,,,,,,,,,,,"173625,172437",,"173625,172437"
137284,Luật 36/2018/QH14,"Phòng, chống tham nhũng",,,148643,16872,32801,,,,,,,,,,,142881,,142881
132982,Luật 35/2018/QH14,"Sửa đổi, bổ sung một số điều của 37 luật có liên quan đến quy hoạch",,,,,32801,,,,172475,,,,,,,"142882,142881,142867","10809,11757,12326,12333,12356,12804,12809,12896,12900,14831,15052,15062,15082,19476,26349,26356,27308,27615,27616,27617,27623,28015,32521,32833,32905,32909,36793,36824,36867,36878,36884,46744,46790,70804,95908,96020,96117,101872,113342,113345,126171,126723","142882,142881,142867"
137312,Luật 31/2018/QH14,Trồng trọt,,,,19407,32801,,,,,,,,,,,,,
137311,Luật 32/2018/QH14,Chăn nuôi,,,"139202,139201,139188,140558,141658",,32801,,,,,,,,,,,,,
136051,Luật 33/2018/QH14,Cảnh sát biển Việt Nam,,,"165766,135890",25391,32801,,,,,,,,,,,,,
137459,Luật 34/2018/QH14,"Luật sửa đổi, bổ sung một số điều của Luật Giáo dục đại học",,,154882,,32801,,,,,,,,,,,,27706,
141824,Luật 29/2018/QH14,Luật Bảo vệ bí mật nhà nước,,,,,32801,,,,,,,,,,,,,
130821,Luật 28/2018/QH14,"sửa đổi, bổ sung một số điều của 11 luật có liên quan đến quy hoạch",,,,,32801,,,,142867,,,,,,,175084,"18565,24161,25495,25703,27707,28068,32522,36865,36877,46750,101871,101886",175084
133032,Luật 27/2018/QH14,Đo đạc và bản đồ,,,,,,,,,,,,,,,,,,
133028,Luật 26/2018/QH14,"Sửa đổi, bổ sung một số điều của Luật Thể dục, thể thao",,,,,,,,,,,,,,,,,14833,
132957,Luật 24/2018/QH14,An ninh mạng,,,,,,,,,,,,,,,,,,
133401,Luật 23/2018/QH14,Cạnh tranh,,,,18566,,,"23776,96119",,,,,,,,,,"12318,46740",
132955,Luật 22/2018/QH14,Quốc phòng,,,"146983,133483,134065",18130,,,,,167216,,,,,,,172437,,172437
131014,Luật 21/2017/QH14,quy hoạch,,,,,32801,,,,,,"12661,18129,18130,19406,19407,20981,23779,23856,27694,32516,46742,46817,70804,101873,129350",,,,25170,"172437,168125,173331,172475,172437","15066,23776,28029,32905,46822,70803,70819","173331,172475,172437"
128203,Luật 19/2017/QH14,"Luật sửa đổi, bổ sung một số điều của Luật Cơ quan đại diện nước Cộng hòa xã hội chủ nghĩa Việt Nam ở nước ngoài.",,,130537,,32801,,,,,,,,,,,,11747,
126307,Luật 18/2017/QH14,Luật Thủy sản,,,,25193,32801,,,,,,,,,,,"173331,170446,146541",27621,"173331,170446,146541"
126820,Luật 17/2017/QH14,"Luật sửa đổi, bổ sung một số điều của Luật các tổ chức tín dụng",,,"152636,129006,150763,154314,152261,154016,151773,152010,152011,152235,152724,152168,151950,151099,150904,150751,149199,148709,148510,148403,148075,147142,133854,128442,132197,131436,131020,130871,130764,130750,130588,130350,130018,129311,129092,128598,128525,128516,128193,127072",,32801,166170,,,,,,,,,,,25693,
126306,Luật 16/2017/QH14,Luật Lâm nghiệp,,,133859,18564,32801,,,,,,,,,,,,,
124150,Luật 14/2017/QH14,"Quản lý, sử dụng vũ khí, vật liệu nổ và công cụ hỗ trợ",,,"164680,157434,129277",,32801,,,,,,,,,,,142881,,142881
122863,Luật 10/2017/QH14,Trách nhiệm bồi thường của nhà nước,,,,11743,32801,,,,,,,,,,,,,
129350,Luật 09/2017/QH14,Du lịch,,,130762,,,,,,,,,,,,,,,
126723,Luật 08/2017/QH14,Luật Thủy lợi,,,,23293,32801,,,,"174000,146609",,,,,,,"132982,142881",27616,"132982,142881"
126171,Luật 06/2017/QH14,Đường sắt,,,"128849,128764,128857,128854,128853,128843,126173",18126,,,,,168114,,,,,,,132982,,132982
128706,Luật 04/2017/QH14,hỗ trợ doanh nghiệp nhỏ và vừa,,,,,32801,,,,142867,,,,,,,142882,"32842,46750",142882
121748,Luật 01/2016/QH14,Đấu giá tài sản,,,122824,,32801,,,,169991,,,,,,,"169991,167565",,"169991,167565"
101873,Luật 104/2016/QH13,Tiếp cận thông tin,32801,,"134233,127607,129245",,32801,,,,,,,,,,,,,
101897,Luật 107/2016/QH13,"Thuế xuất khẩu, thuế nhập khẩu",,,"117190,117188,117186,117185,117184,113746,113742,113735,112913",18133,32801,,,,,,,,,,,,,
121546,Luật 03/2016/QH14,"Sửa đổi, bổ sung Điều 6 và Phụ lục 4 về Danh mục ngành, nghề đầu tư kinh doanh có điều kiện của Luật đầu tư",,,,,32801,,,,142867,,,,,,,,,
96118,Luật 96/2015/QH13,Trưng cầu ý dân,,,,,32801,,,"32801,44168",,,,,,,,,,
96116,Luật 94/2015/QH13,"Thi hành tạm giữ, tạm giam",,,"153193,153158",,32801,,,"11743,19411,43951,46744,70807,70812",,,112004,,,,,,,
95927,Luật 89/2015/QH13,Thống kê,,,"126905,99534,104759,112172,96586",21004,32801,,,,,,,,,,,152571,,152571
96020,Luật 90/2015/QH13,Khí tượng thủy văn,,,"110834,110835,110833,107286,107277,106082",23293,32801,,,23293,142867,,,,,,46750,"132982,142882",,"132982,142882"
95924,Luật 88/2015/QH13,Kế toán,,,"127051,113560","20996,20996",32801,,,"18433,26750,27615",,,,,,,,173331,,173331
95908,Luật 86/2015/QH13,An toàn thông tin mạng,,,"160811,153454,138519,137224,117031,97932",,32801,,,,,,95912,,,,,132982,,132982
70812,Luật 85/2015/QH13,Bầu cử đại biểu Quốc hội và đại biểu Hội đồng nhân dân,,,"97219,97216","19421,22842,26111",32801,,,"12566,25323,25325",,,,,,,,,,
70804,Luật 82/2015/QH13,"Tài nguyên, môi trường biển và hải đảo",,,"111031,110838,110836,110832",,32801,,,,,,,,,,,132982,,132982
70807,Luật 83/2015/QH13,Ngân sách nhà nước,,,"125938,125550,123029,121329,121328,115467,115466,114570,114470,114469,114245,113064,112305,112302,112289,112172,104952,100626,99844,97809,96721,80926,80431",18433,32801,,,"18433,25767",,,,123806,,,,"173331,142881",,"173331,142881"
70811,Luật 84/2015/QH13,"An toàn, vệ sinh lao động",,,"126566,126170,123969",,32801,,46744,,,,,,,,,,,
70801,Luật 81/2015/QH13,Kiểm toán nhà nước,,,,18124,32801,,,,,,,,,,,,,
70821,Luật 76/2015/QH13,Tổ chức Chính phủ,,,"155784,148955,148419,148194,128442,124836,124837,124553,124474,106010,97141,112489,114803,112716,103581,111027,117188,117186,117185,117184,115470,115469,115468,115467,115466,114261,114245,113742,113735,113162,113049,112627,112625,112623,112299,112023,112014,111867,111846,111589,111031,110838,110836,106082,105679,105555,104921,104481,104366,104349,104328,104288,102983,101418,101401,101400,101380,101377,101374,101368,101308,101307,101305,100964,100626,100624,100549,100424,95691,115472,111050",22843,32801,175258,,,165913,,,,,,,,,
70819,Luật 77/2015/QH13,Tổ chức chính quyền địa phương,,,"131334,112351,111516,104950,104491,104328,101305,96618,95580",20068,32801,175363,,"12566,20068,25323,25325",,,,,,,,131014,,131014
70803,Luật 79/2015/QH13,Thú y,,,"124610,124835,124553,123519,121985,118096,106010,114584,114576,114575,114557,114551,114545,106226,106223,106218,106202,106174,104366",19464,32801,,,,,,,,,,,131014,,131014
70822,Luật 75/2015/QH13,Mặt trận Tổ quốc Việt Nam,,,,7041,32801,,,,,,,,,,,,,
46814,Luật 72/2014/QH13,"Sửa đổi, bổ sung một số điều của Luật Sĩ quan Quân đội nhân dân Việt Nam",32801,,"176257,176251,165766,164684,147268,147269,113049,112963,86239",,32801,,,,,,,,,,"6153,12805",173625,,173625
46822,Luật 74/2014/QH13,Giáo dục nghề nghiệp,32801,,"150872,148950,147746,147349,147348,147346,54801,111997,111606,97361,96294,96229,92755,92605,92415,92235,92234,84950,84379,81024,80449,79569,75938,67016,66788,49842",14835,32801,,"18129,18129,27706",,"147746,147746,96119,147746",,,,,,"18129,27706","136042,131014",,"136042,131014"
46817,Luật 73/2014/QH13,Công an nhân dân,32801,,"94366,113049,111142,105944,101418,97598,96162,95580,92904,92854",16753,32801,137283,,,,,,,,,,,,
46751,Luật 68/2014/QH13,Doanh nghiệp,32801,,"137226,132853,127072,127066,124962,124553,114466,115468,113100,113098,112903,112898,112021,111997,111885,111670,105634,105618,105555,101400,97801,96222,95647,94331,92899,92898,92896,92812,92811,92617,92478,91837,91833,91233,87250,86937,86531,85982,85944,82444,81326,80000,79461,78067,78016,77794,73202,68065,68032,67554,64237,58234","16726,32513",32801,142881,,,,,,,,,,,,
46790,Luật 69/2014/QH13,"Quản lý, sử dụng vốn nhà nước đầu tư vào sản xuất, kinh doanh tại doanh nghiệp",32801,,"122723,114466,114595,113100,113098,112903,104486,101400,92812,92478,91833,87250,86937,85944,82444,79461,68032,67167",,32801,,,,,,,,,,,132982,,132982
40742,Luật 71/2014/QH13,"Sửa đổi, bổ sung một số điều của các luật về thuế",32801,,"113228,112967,112901,112899,112898,112309,112305,112289,105676,97484,97481,97057,92628,86501,76719,73839,73222,72419,67438,58638,51578",,32801,,"12324,12806,12807,12898,14832,18133,36878",,,,,,,,"12806,12807,12898,14832,23778,30615","173331,142867",,"173331,142867"
46750,Luật 67/2014/QH13,Đầu tư,32801,,"124611,124836,124962,124553,123869,112967,106010,110817,112527,114803,99847,113771,113749,113070,112924,112627,112625,112623,112023,112021,112016,112014,111997,111914,111885,111884,111867,111846,111670,111606,111319,111124,111062,106878,105555,102600,100964,99844,99296,98453,95746,95736,95652,95565,92899,92896,92811,92668,92628,92617,92613,91860,86937,85982,85944,85000,84994,82444,81326,81022,78067,78016,76111,73202,68122,68065,68032,67789,67554,55952,51925,111050","16718,25684",32801,142867,,,,,,,,,,"96020,130821,128706",,"130821,128706"
46742,Luật 65/2014/QH13,Nhà ở,32801,,"120721,98424,98477,112579,112570,112528,112405,111997,111996,98228,95619,94335,94332,94010,92902,92810,92754,92671,70314","11745,16755,25499",32801,,,,,,,,,,,"152951,142882,142867",,"152951,142882,142867"
46749,Luật 66/2014/QH13,Kinh doanh bất động sản,32801,,"111997,98513,95619,94010,80056",15080,32801,,,,,,,,,,,142867,,142867
43951,Luật 63/2014/QH13,Tổ chức Viện kiểm sát nhân dân,32801,,"130600,134677,100826,100872,100827,104759,101866,101690,86239","21926,21957,22392,97167",32801,,,,,,,,,,,,,
44169,Luật 62/2014/QH13,Tổ chức Tòa án nhân dân,32801,,"104759,101863,101687,74626","22506,22072,26403",32801,,21921,,,,,,,,,,,
46747,Luật 61/2014/QH13,"Sửa đổi, bổ sung một số điều của Luật Hàng không dân dụng Việt Nam",32801,,"171757,141668,126827,126329,123976,112209,118061,84883,113474,111576,106003,105944,95739,95649,92549,92200,86939,76318,75330,68162,66807",,32801,,"15068,15068",,,,,,,,"15068,27624",142882,,142882
44168,Luật 57/2014/QH13,Tổ chức Quốc hội,32801,,"112351,111516,101866,101864,101863,101690,101687,101684,97687",22840,32801,,,,175266,,,,,,,"175266,169441",,"175266,169441"
46744,Luật 58/2014/QH13,Bảo hiểm xã hội,32801,,"141184,123977,100197,97369,95691,95650,94953,93200,85953,54850,48920",15057,32801,,,,,,,,,,,132982,,132982
46743,Luật 59/2014/QH13,Căn cước công dân,32801,,"98744,95654,94370",,32801,,,,,,,,,,,146648,,146648
46746,Luật 60/2014/QH13,Hộ tịch,32801,,"122366,92897,94691,92370",,32801,,,,,,,,,,,,,
36884,Luật 55/2014/QH13,Bảo vệ môi trường,32801,,"126566,126315,125938,123139,63061,97384,114571,114570,113224,111031,107286,106184,104467,100964,100624,98933,96591,95803,92577,92550,92548,92513,92512,92442,91860,86117,70702,70497,67945,67918,67864,67343,67144,67083,66651,63599,63117,60447,60445,59530,52528,52325,48150,47432,47425,47418,46697,37644,111050",16729,32801,146609,,16729,,,,,,,,"132982,142867,136038",,"132982,142867,136038"
36878,Luật 54/2014/QH13,LUẬT HẢI QUAN,32801,,"112336,112301,112335,112309,112173,112023,105676,104295,98960,67271,66787,66786,66682,64455,61762,61040,59720,58781,58638,47250,46298","18123,23258",32801,,14832,,40742,,,,,,"14832,27621,28026","173331,132982,170446,146541",,"173331,132982,170446,146541"
36877,Luật 53/2014/QH13,Công chứng,32801,,"146727,70501,63291,55731,62202,75724",14916,32801,172799,,"14916,27906",,,,,,,,130821,,130821
36865,Luật 49/2014/QH13,Đầu tư công,32801,,"124611,123869,120604,117509,117506,67934,112191,106878,105555,99844,98453,96273,95746,95565,94010,86937,85982,85944,84994,80926,80447,80431,76111,70829,70080,55952,51925,46698",,32801,136038,,,,,,,,,,130821,,130821
36867,Luật 50/2014/QH13,Xây dựng,32801,,"173849,154892,149008,128764,127487,126335,120604,117509,117506,36921,67934,111554,113772,115589,115467,114571,112388,111957,111824,111802,111687,111686,111577,111552,111517,111515,111062,111052,111041,106878,105555,100964,100624,99844,98453,95803,95746,95736,95565,95563,92810,92754,92671,92631,92517,92200,84994,66706,65955,61838,61832,56896,51925,37894",19414,32801,,11706,,,,,,,,,"144268,132982",,132982
36823,Luật 47/2014/QH13,"Nhập cảnh, xuất cảnh, quá cảnh, cư trú của người nước ngoài tại Việt Nam",32801,,"84352,91882,98960,98268,92521,79412,73974,70409",6289,32801,,,26995,,,,,,,,,,
36793,Luật 46/2014/QH13,"Sửa đổi, bổ sung một số điều của Luật Bảo hiểm y tế",32801,,"173951,166456,113143,113135,104187,100567,100197,98681,95691,94002,93200,92520,79102,67295,65812,54850,52484,46364,38018",,32801,,12326,12326,,,,,,,12326,"172923,132982",,"172923,132982"
32833,Luật 45/2013/QH13,Đất đai,11234,,"117532,67860,59610,36572,66740,114174,113002,112299,112295,111996,106201,100624,98534,95776,94687,94012,94010,92810,92754,92628,92200,81434,68122,67619,66935,66741,66701,66612,64704,60881,60453,59563,58420,46356,45016,44613,42788,38591,38537,38526,38492,38405,38080,38079,37913,37910,37902,37901,37899,37796,37794,37769,37656,37533,37356,37156,36946,36945,36792,36140,36138,36136,32870","19419,32500",11234,168114,"11706,11745,12811,15068,26351","7041,14832,18564,19419,20068,21002,27624",,,,,,,,132982,,132982
32905,Luật 44/2013/QH13,"Thực hành tiết kiệm, chống lãng phí",32801,,"163693,92949,91805,67804,37034,36820",17069,32801,,,"11760,19415,21002,26353,27616,32833",,,,,,,,"132982,131014",,"132982,131014"
32842,Luật 43/2013/QH13,Đấu thầu,11234,,"126335,117509,117506,113757,105555,99844,98453,97809,95565,95548,94010,93290,92631,92515,92514,80447,76717,72691,70029,67848,66706,65977,55952,55684,51925,46698,46088,42802,40111,37926,36698",16750,11234,166581,"11706,19414",,,,,,,,,"152951,142882,128706",,"152951,142882,128706"
32909,Luật 41/2013/QH13,Bảo vệ và kiểm dịch thực vật,32801,,"124612,122170,118096,106184,104434,104377,104326,95796,94503,92225,90636,88496,88469,87745,67763,66709,57767,57406,44887,41427,37677,37676,37505",23229,32801,,,18433,,,,,,,,132982,,132982
32912,Luật 38/2013/QH13,Việc làm,32801,,"104349,104348,99135,96593,96294,95800,95691,93200,92723,88157,85953,84379,81024,74703,70173,57544,55726,46271",,32801,,"14835,15057",27615,,,,,,,,,,
32513,Luật 37/2013/QH13,"Sửa đổi, bổ sung Điều 170 của Luật Doanh nghiệp",,,37752,,"11234,22841",46751,,11706,,,,,,,16726,,,
30614,Luật 31/2013/QH13,"Sửa đổi, bổ sung một số điều của Luật Thuế giá trị gia tăng số 13/2008/QH12",,,"33411,45752,112305,104210,92628,85974,76719,73839,70289,67438,67263,58638,51578,46736,46348,45756,45750,45475,45466,44778,44691,37942,37430,36958,36770,32863,31564",,"11234,22841",,,"12806,16755",,,,,,,,,,
30615,Luật 32/2013/QH13,"Sửa đổi, bổ sung một số điều của Luật Thuế thu nhập doanh nghiệp",,,"46368,113783,113224,112967,104486,104210,92628,85974,73222,67263,51578,46348,44637,37999,37430,37143,36820,36770,32917,31564",,11234,,"12326,12354,14276,14830,14835,15057,15060,16718,16726,25702,27704,27706","2083,12324,12354,12807,16755,28015,28067",,,,,,,12807,"168125,40742,142867",,142867
32521,Luật 30/2013/QH13,Giáo dục quốc phòng và an ninh,,,"147050,92861,80449,79928,75938,72008,67352,67338,44174,37020,37018,37013,36968,36961,33548",,"11234,22841",,,,,,,,,,,132982,,132982
32516,Luật 33/2013/QH13,"Phòng, chống thiên tai",,,"148955,124907,128522,124402,123856,118096,96721,93605,72020,66709,50905,37225,36966,36964,36766,31322","5757,10817","11234,22841",,,18433,167216,,,,,,,167216,,167216
32522,Luật 29/2013/QH13,Khoa học và công nghệ,,,"173627,33450,113851,113783,110818,107314,107307,106878,104441,98954,96714,96579,96578,96292,92839,92669,91880,90498,79583,74411,67342,67310,67005,66789,66756,61893,60443,58853,47441,47418,44858,38580,38233,38230,38229,38219,38078,37374,37289,37216,37215,36944,36907,36690,36675,34039,33547,33512",6118,"11234,22841",,,"2083,12354,14830,16726,27706,28015",,,,,,,,130821,,130821
